자치구,범죄유형,장소카테고리,시간대,자치구_encoded,범죄유형_encoded,장소카테고리_encoded,시간대_encoded,p_district,p_place,p_time,시간_중앙값,is_night,is_rush_hour,crime_severity,risk_score,is_high_risk
강남구,강도,주거지구,12시-15시,0,0,3,4,0.047811734639548506,0.2532467532467532,0.12121212121212122,13.5,0,0,4,44.52928702807585,1
강남구,강도,주거지구,15시-18시,0,0,3,5,0.047811734639548506,0.2532467532467532,0.14502164502164502,16.5,0,0,4,47.59498339646329,1
강남구,강도,주거지구,18시-21시,0,0,3,6,0.047811734639548506,0.2532467532467532,0.16883116883116883,19.5,0,1,4,50.66067976485072,1
강남구,강도,주거지구,21시-24시,0,0,3,7,0.047811734639548506,0.2532467532467532,0.15476190476190477,22.5,1,0,4,48.8491319108036,1
강남구,강도,업무지구,00시-03시,0,0,2,0,0.047811734639548506,0.15692640692640691,0.13744588744588745,1.5,1,0,4,34.21739924349995,0
강남구,강도,업무지구,03시-06시,0,0,2,1,0.047811734639548506,0.15692640692640691,0.10606060606060606,4.5,1,0,4,30.176254030625607,0
강남구,강도,업무지구,06시-09시,0,0,2,2,0.047811734639548506,0.15692640692640691,0.07034632034632035,7.5,0,1,4,25.577709478044447,0
강남구,강도,업무지구,09시-12시,0,0,2,3,0.047811734639548506,0.15692640692640691,0.09632034632034632,10.5,0,0,4,28.922105516285285,0
강남구,강도,업무지구,12시-15시,0,0,2,4,0.047811734639548506,0.15692640692640691,0.12121212121212122,13.5,0,0,4,32.127151719599425,0
강남구,강도,업무지구,15시-18시,0,0,2,5,0.047811734639548506,0.15692640692640691,0.14502164502164502,16.5,0,0,4,35.19284808798685,0
강남구,강도,업무지구,18시-21시,0,0,2,6,0.047811734639548506,0.15692640692640691,0.16883116883116883,19.5,0,1,4,38.25854445637429,0
강남구,강도,업무지구,21시-24시,0,0,2,7,0.047811734639548506,0.15692640692640691,0.15476190476190477,22.5,1,0,4,36.44699660232717,0
강남구,강도,다중이용시설,00시-03시,0,0,1,0,0.047811734639548506,0.41883116883116883,0.13744588744588745,1.5,1,0,4,67.94005929576171,1
강남구,강도,다중이용시설,03시-06시,0,0,1,1,0.047811734639548506,0.41883116883116883,0.10606060606060606,4.5,1,0,4,63.898914082887366,1
강남구,강도,다중이용시설,06시-09시,0,0,1,2,0.047811734639548506,0.41883116883116883,0.07034632034632035,7.5,0,1,4,59.300369530306234,1
강남구,강도,다중이용시설,09시-12시,0,0,1,3,0.047811734639548506,0.41883116883116883,0.09632034632034632,10.5,0,0,4,62.644765568547065,1
강남구,강도,다중이용시설,12시-15시,0,0,1,4,0.047811734639548506,0.41883116883116883,0.12121212121212122,13.5,0,0,4,65.8498117718612,1
강남구,강도,다중이용시설,15시-18시,0,0,1,5,0.047811734639548506,0.41883116883116883,0.14502164502164502,16.5,0,0,4,68.91550814024863,1
강남구,강도,다중이용시설,18시-21시,0,0,1,6,0.047811734639548506,0.41883116883116883,0.16883116883116883,19.5,0,1,4,71.98120450863605,1
강남구,강도,다중이용시설,21시-24시,0,0,1,7,0.047811734639548506,0.41883116883116883,0.15476190476190477,22.5,1,0,4,70.16965665458895,1
강남구,강도,기타,00시-03시,0,0,0,0,0.047811734639548506,0.170995670995671,0.13744588744588745,1.5,1,0,4,36.02894709754707,0
강남구,강도,기타,03시-06시,0,0,0,1,0.047811734639548506,0.170995670995671,0.10606060606060606,4.5,1,0,4,31.987801884672727,0
강남구,강도,기타,06시-09시,0,0,0,2,0.047811734639548506,0.170995670995671,0.07034632034632035,7.5,0,1,4,27.389257332091574,0
강남구,강도,기타,09시-12시,0,0,0,3,0.047811734639548506,0.170995670995671,0.09632034632034632,10.5,0,0,4,30.733653370332405,0
강남구,강도,기타,12시-15시,0,0,0,4,0.047811734639548506,0.170995670995671,0.12121212121212122,13.5,0,0,4,33.938699573646545,0
강남구,강도,기타,15시-18시,0,0,0,5,0.047811734639548506,0.170995670995671,0.14502164502164502,16.5,0,0,4,37.00439594203397,0
강남구,강도,기타,18시-21시,0,0,0,6,0.047811734639548506,0.170995670995671,0.16883116883116883,19.5,0,1,4,40.07009231042141,0
